pdbid,dna,U,protein,duplex
7U1T,"[59, 59]",[],[178],True
7U22,"[16, 23]",[],"[347, 1178, 1316, 110, 528]",False
7U32,"[29, 27]",[],[281],False
7U46,"[147, 147]",[],"[140, 103, 130, 126, 295]",True
7U47,"[147, 147]",[],"[140, 103, 130, 126, 295]",True
7U4D,"[147, 147]",[],"[140, 103, 130, 126, 295]",True
7U50,[147],[],"[135, 102, 129, 125, 147, 318]",False
7U51,[147],[],"[135, 102, 129, 125, 147]",False
7U52,[147],[],"[135, 102, 129, 125, 147]",False
7U53,[147],[],"[135, 102, 129, 125, 147]",False
7U5C,[18],[],"[420, 512, 1132, 598, 1221, 368, 123]",False
7U6K,"[32, 32]",[],[263],False
7U72,"[12, 8]",[],[435],False
7U73,"[12, 8]",[],[435],False
7U74,"[12, 8]",[],[435],False
7U75,"[12, 8]",[],[435],False
7U76,"[12, 9]",[],[435],False
7U77,"[12, 8]",[],[435],False
7U78,"[12, 8]",[],[435],False
7U79,"[12, 9]",[],[435],False
7U7A,"[12, 9]",[],[435],False
7U7B,"[12, 9]",[],[435],False
7U7C,"[12, 9]",[],[435],False
7U7D,"[12, 8]",[],[435],False
7U7E,"[12, 8]",[],[435],False
7U7F,"[12, 9]",[],[435],False
7U7G,"[12, 9]",[],[435],False
7U7I,"[12, 9]",[],[435],False
7U7J,"[12, 9]",[],[435],False
7U7K,"[12, 9]",[],[435],False
7U7L,"[12, 9]",[],[435],False
7U7O,"[32, 32]",[],[263],False
7U7R,"[12, 8]",[],[435],False
7U7S,"[12, 8]",[],[435],False
7U7T,"[12, 8]",[],[435],False
7U7U,"[12, 8]",[],[435],False
7U7V,"[12, 8]",[],[435],False
7U7W,"[12, 8]",[],[435],False
7U7X,"[12, 8]",[],[435],False
7U7Y,"[12, 8]",[],[435],False
7U7Z,"[12, 8]",[],[435],False
7U80,"[12, 8]",[],[435],False
7U81,"[12, 8]",[],[435],False
7U82,"[12, 8]",[],[435],False
7U83,"[12, 8]",[],[435],False
7U84,"[12, 8]",[],[435],False
7UB2,"[49, 49]",[],[274],True
7UBL,"[19, 19]",[],[147],True
7UBU,"[18, 18]",[],"[783, 33]",True
7UD5,"[146, 146]",[],"[136, 538, 81, 104, 103, 130, 123, 226, 335, 534]",True
7UFI,"[21, 21]",[],[311],True
7UFM,"[36, 36]",[],[311],True
7UGW,[46],[],"[251, 500, 12]",False
7UID,[9],[],[10],False
7UIK,"[38, 37]",[],"[431, 1132, 147, 1081, 397, 241, 974]",False
7UIO,"[38, 37]",[],"[1081, 431, 397, 1082, 1132, 974, 147, 210, 222, 223, 149, 157, 687, 307, 220, 140, 25, 1453, 1224, 318, 221, 171, 146, 122, 70, 120, 70, 345, 400, 566, 284, 295, 115, 120, 127, 215, 155, 735, 309]",False
7UJL,"[27, 27]",[],[185],True
7UM0,[],[3],"[464, 448, 496, 631, 665]",True
7UOG,"[31, 31]",[],[263],False
7UPZ,"[16, 16]",[],[80],False
7UTT,[18],[],[364],True
7UUX,[18],[],[364],True
7UV9,"[185, 185]",[],"[135, 102, 129, 125, 692]",True
7UX9,"[147, 147]",[],"[150, 150, 136, 103, 764]",True
7UXD,[],[9],[199],True
7UXW,[18],[],[364],True
7UXY,"[32, 32]",[],[263],False
7UY7,[60],[],"[622, 373, 164, 422, 1393]",False
7UYN,[],[],"[266, 8, 8]",False
7UYO,[],[],"[266, 8, 8]",False
7UYP,[],[],"[266, 8, 8]",False
7UYQ,[18],[],[364],True
7UYZ,[18],[],[364],True
7UZR,[18],[],[364],True
7V0C,[18],[],[364],True
7V0R,[18],[],[364],True
7V0W,[18],[],[364],True
7V5N,[24],[],"[214, 231]",False
7V6W,"[26, 26]",[],"[89, 85]",True
7V90,"[145, 145]",[],"[136, 103, 130, 99]",True
7V96,"[275, 275]",[],"[136, 103, 130, 99]",True
7V9C,"[275, 275]",[],"[136, 103, 130, 95]",True
7V9F,"[16, 16]",[],[114],True
7V9G,"[16, 16]",[],[114],True
7V9I,"[12, 12]",[],[114],True
7V9J,"[408, 408]",[],"[136, 103, 130, 99]",True
7V9K,"[539, 539]",[],"[136, 103, 130, 99]",True
7V9S,"[408, 408]",[],"[136, 103, 130, 99]",True
7VA4,"[539, 539]",[],"[136, 103, 130, 95]",False
7VBM,"[145, 145]",[],"[139, 106, 133, 129]",True
7VDT,"[207, 207]",[],"[1485, 103, 130, 126, 136]",True
7VDV,"[207, 207]",[],"[103, 870, 514, 652, 7, 385, 1214, 529, 411, 1020, 16, 130, 126, 136, 1485, 429, 375]",True
7VE5,"[22, 22]",[],[72],True
7VG8,[9],[],[112],False
7VJM,"[20, 20]",[],[84],False
7VJQ,"[27, 27]",[],[121],False
7VN2,[15],[],[439],False
7VN3,[15],[],[439],False
7VN4,[15],[],[439],False
7VN5,[15],[],[439],False
7VN6,[15],[],[439],False
7VN7,[15],[],[439],False
7VN8,[15],[],[439],False
7VO0,"[84, 84]",[],[159],False
7VO9,"[84, 84]",[],[159],False
7VOU,"[16, 16]",[],[111],True
7VOV,"[16, 15]",[],[94],False
7VOX,"[16, 16]",[],[102],True
7VP1,"[12, 12]",[],[107],False
7VP2,"[14, 14]",[],[107],False
7VP3,"[12, 12]",[],[72],False
7VP4,"[14, 14]",[],[107],False
7VP5,"[14, 14]",[],[107],False
7VP7,"[17, 17]",[],[107],False
7VPD,"[84, 84]",[],"[340, 1161, 1307, 90, 532, 159]",False
7VRU,"[25, 25]",[],"[504, 383, 499]",True
7VS4,"[25, 25]",[],"[499, 504, 383]",True
7VUP,"[18, 18]",[],[398],True
7VUQ,"[18, 18]",[],[398],True
7VVU,"[207, 207]",[],"[832, 126, 113, 282, 136, 103, 130, 445]",True
7VVZ,"[207, 207]",[],"[113, 9, 1168, 489, 375, 476, 3744, 282, 832, 136, 103, 130, 126, 445]",True
7VWY,"[70, 70]",[],"[329, 1342, 1407, 91, 613, 289]",False
7VWZ,"[70, 70]",[],"[329, 1342, 91, 1407, 613, 289]",False
7VZ4,"[145, 145]",[],"[139, 106, 133, 129]",True
7W1M,"[118, 118]",[],"[1233, 1217, 631, 1258, 1467, 727]",True
7W1Y,"[49, 49]",[],"[904, 853, 863, 734, 821, 719]",True
7W27,"[13, 13]",[],[111],False
7W5P,"[12, 12]",[],[430],False
7W5W,"[70, 70]",[],"[329, 1342, 1407, 91, 613, 107]",False
7W5X,"[75, 75]",[],"[1342, 1407, 91, 613, 107, 329]",False
7W5Y,"[86, 86]",[],"[329, 1342, 1407, 91, 613, 107]",False
7W7L,"[13, 13]",[],[327],True
7W9V,"[145, 145]",[],"[135, 106, 133, 129, 638]",True
7WB3,"[22, 22]",[],[208],True
7WLR,"[145, 145]",[],"[99, 99, 87, 108]",True
7WM3,[12],[],[179],False
7WNH,"[16, 16]",[],[350],True
7WNR,"[18, 18]",[],[52],True
7WQ5,"[24, 24]",[],[252],True
7X1N,"[14, 15]",[],[98],False
7X3T,"[354, 354]",[],"[136, 130, 1062, 103, 126, 624]",True
7X3V,"[146, 147]",[],"[103, 126, 136, 130, 624]",False
7X3W,"[147, 146]",[],"[136, 103, 130, 126, 1062]",False
7X3X,"[146, 147]",[],"[103, 136, 130, 126, 1062]",False
7X57,"[145, 145]",[],"[139, 106]",True
7X58,"[145, 145]",[],"[139, 106]",True
7X5E,"[16, 16]",[],"[104, 113]",False
7X5F,"[16, 16]",[],"[104, 113]",False
7X5G,"[16, 16]",[],"[104, 113]",False
7X5K,"[43, 43]",[],[204],True
7X5L,"[8, 8]",[],[204],False
7X5M,"[5, 5]",[],[204],False
7X6R,"[7, 7]",[],"[8, 11]",False
7X75,"[84, 84]",[],"[340, 1161, 1307, 90, 531, 159]",False
7X76,"[84, 84]",[],"[1307, 340, 1161, 90, 531, 159]",False
7X7P,"[23, 23]",[],"[313, 48]",True
7X97,"[7, 7]",[],"[8, 11]",True
7X9F,"[7, 7]",[],"[8, 11]",True
7XAQ,"[43, 43]",[],[212],True
7XCR,"[146, 146]",[],"[76, 88, 108, 94, 328, 99]",True
7XCT,"[145, 145]",[],"[76, 89, 108, 93, 328, 99]",True
7XD0,"[146, 146]",[],"[83, 108, 92, 99, 76]",True
7XD1,"[147, 147]",[],"[98, 80, 109, 94]",True
7XDJ,[7],[7],"[8, 11]",False
7XF1,[11],[],[626],False
7XFC,[152],[],"[136, 103, 130, 126, 152]",False
7XFH,[152],[],"[136, 130, 152, 103, 126, 298]",False
7XFI,[152],[],"[136, 103, 130, 126, 152]",False
7XFJ,[152],[],"[136, 103, 152, 298, 130, 126]",False
7XFL,[152],[],"[136, 103, 130, 126, 152]",False
7XFM,[152],[],"[136, 103, 130, 126, 152, 298]",False
7XFN,[152],[],"[136, 103, 130, 126, 152]",False
7XHN,"[25, 25]",[],"[300, 561, 88, 81, 943, 274, 418, 177, 253, 756, 269, 344, 180, 345, 288, 138]",True
7XHV,"[16, 16]",[],"[279, 211]",False
7XI3,"[16, 16]",[],"[390, 348]",False
7XI4,"[16, 16]",[],"[383, 356]",False
7XI9,"[12, 12]",[],[1266],True
7XIB,"[12, 12]",[],[1266],True
7XM0,[10],[],[288],True
7XNP,[152],[],"[136, 103, 130, 126, 152]",False
7XPX,"[145, 145]",[],"[135, 102, 129, 122, 221]",True
7XQ5,"[15, 15]",[],"[75, 73]",False
7XRC,"[11, 11]",[],[164],False
7XUR,"[35, 35]",[],"[522, 411, 282]",True
7XUZ,"[15, 15]",[],"[133, 97]",True
7XV6,"[18, 18]",[],[84],False
7XV8,"[18, 18]",[],[77],False
7XVL,"[169, 169]",[],"[138, 105, 132, 128, 195]",False
7XVM,"[169, 169]",[],"[138, 105, 132, 128, 190]",False
7XVN,"[18, 18]",[],[123],True
7XX5,"[169, 169]",[],"[128, 138, 105, 132, 222]",False
7XX6,"[169, 169]",[],"[138, 105, 132, 128, 195]",False
7XYF,"[146, 146]",[],"[106, 95, 672, 98, 86]",True
7XYG,"[167, 167]",[],"[123, 123, 922, 135, 103]",True
7XZX,"[193, 193]",[],"[133, 202, 139, 106, 129]",True
7XZY,"[193, 193]",[],"[139, 106, 133, 129]",True
7XZZ,"[169, 169]",[],"[139, 106, 133, 129, 395]",True
7Y00,"[169, 169]",[],"[139, 133, 106, 129]",True
7Y01,[16],[],[189],False
7Y3I,"[12, 12]",[],[78],True
7Y3K,"[16, 16]",[],[79],True
7Y3L,"[12, 12]",[],[69],True
7Y3M,"[16, 16]",[],[79],True
7Y43,[14],[],[86],True
7Y5W,"[147, 147]",[],"[136, 103]",True
7Y60,"[147, 147]",[],"[136, 103, 412, 419]",True
7Y61,"[147, 147]",[],"[136, 103, 412, 419]",True
7Y7I,"[143, 143]",[],"[144, 106, 130, 129, 44]",True
7Y8R,"[213, 213]",[],"[135, 385, 1214, 12, 515, 411, 498, 651, 22, 1597, 102, 102, 24, 129, 125, 29, 1647, 375, 429, 1835]",True
7YC7,"[13, 14]",[],[482],False
7YCM,"[14, 14]",[],[482],False
7YCP,"[13, 14]",[],[482],False
7YCR,"[13, 14]",[],[482],False
7YD6,"[13, 14]",[],[482],False
7YD7,"[13, 14]",[],[482],False
7YDW,"[10, 10]",[],[161],True
7YDZ,"[12, 14]",[],[482],False
7YE0,"[13, 14]",[],[482],False
7YE1,"[57, 57]",[],"[338, 1356, 1396, 119, 652, 173]",False
7YE2,"[90, 90]",[],"[338, 1396, 119, 652, 173, 1356]",True
7YEI,"[15, 14]",[],[482],False
7YEJ,"[13, 14]",[],[482],False
7YEK,"[13, 14]",[],[482],False
7YEM,"[14, 14]",[],[482],True
7YHO,"[40, 40]",[],[757],False
7YHP,"[40, 40]",[],[757],False
7YHQ,[40],[],"[757, 40]",False
7YI1,"[167, 167]",[],"[135, 102, 129, 122, 401]",True
7YI2,"[167, 167]",[],"[1536, 433, 401, 684]",True
7YI4,"[167, 167]",[],"[1536, 135, 433, 401, 684, 102, 129, 122]",True
7YI5,"[167, 167]",[],"[1536, 135, 433, 401, 684, 102, 129, 122]",True
7YOZ,"[145, 145]",[],"[139, 106]",True
7YPO,[28],[],[413],False
7YPQ,[11],[],[413],False
7YQ3,[],[],"[21, 25, 907, 28]",False
7YQ4,[],[],"[907, 25, 21, 24]",False
7YQ5,[],[],"[21, 25, 24, 907]",False
7YQ6,[],[],"[907, 24]",False
7YQ8,"[50, 50]",[],[1626],True
7YQK,"[145, 145]",[],"[100, 83, 112, 96, 75, 18, 118]",True
7YRD,[146],[],"[103, 102, 113, 279, 95]",True
7YRG,[146],[],"[103, 102, 113, 95, 279]",True
7YSF,"[15, 15]",[],[134],False
7YUK,[12],[],[141],True
7YUL,[12],[],[103],True
7YUN,[12],[],[103],True
7YWA,[6],[],"[81, 353]",False
7YWX,"[171, 171]",[],"[247, 288, 177, 561, 88, 138, 81, 140, 103, 756, 130, 126, 544, 269, 344, 180, 339, 300, 268, 418]",True
7YYH,"[171, 171]",[],"[140, 180, 339, 300, 288, 268, 177, 418, 544, 103, 130, 126, 247, 756, 269, 344]",True
7YZ7,"[16, 16]",[],[125],True
7YZA,"[16, 16]",[],[125],True
7YZB,"[16, 16]",[],[185],True
7YZC,"[16, 16]",[],[125],True
7YZD,"[16, 16]",[],[125],True
7YZE,"[16, 16]",[],[125],True
7YZF,"[16, 16]",[],[125],True
7YZG,"[16, 16]",[],[140],True
7YZO,"[120, 120]",[],"[1048, 407]",True
7YZP,[75],[],"[407, 1048]",False
7Z03,"[120, 120]",[],"[1048, 407]",True
7Z0O,"[151, 151]",[],"[136, 103, 364, 366, 145, 228, 242]",True
7Z0U,"[15, 15]",[],[82],True
7Z13,"[53, 53]",[],"[868, 294, 657, 689, 208, 213, 2222, 1006, 933, 775, 1017, 845, 229]",True
7Z24,[38],[],"[556, 428]",False
7Z29,[38],[],"[556, 428]",False
7Z2D,[38],[],"[556, 428]",False
7Z2E,[38],[],"[556, 428]",False
7Z2G,[38],[],"[556, 428]",False
7Z2H,[38],[],"[556, 428]",False
7Z3X,"[3, 3]",[],[197],False
7Z5A,[],[],"[303, 19]",False
7Z5I,"[18, 18]",[],[56],True
7Z5K,"[18, 18]",[],[57],True
7Z5Y,[],[],"[343, 4, 5]",True
7Z5Z,[],[],"[343, 4, 5]",True
7Z6A,[],[],"[343, 5, 8]",True
7Z6H,[77],[],"[405, 1021, 280, 363, 356, 354, 360]",False
7Z6K,[],[],"[343, 4, 5]",False
7Z6O,"[21, 34]",[],"[609, 732]",False
7Z7N,"[36, 36]",[],"[276, 1897]",True
7Z87,"[26, 26]",[],"[4128, 609, 732]",True
7Z88,"[26, 26]",[],"[4128, 609, 732]",True
7Z8S,"[36, 36]",[],"[276, 1897]",True
7ZB5,"[36, 36]",[],"[276, 1847]",True
7ZES,[5],[],[929],False
7ZF1,"[29, 29]",[],"[1355, 1468, 80]",True
7ZG5,"[12, 12]",[],"[176, 94]",True
7ZI4,"[158, 158]",[],"[456, 126, 463, 1556, 103, 356, 607, 192, 136, 130]",True
7ZIE,"[20, 20]",[],[245],True
7ZKE,"[36, 36]",[],"[276, 1897]",True
7ZKL,[15],[],"[36, 259]",False
7ZKM,[15],[],"[36, 259]",False
7ZKN,[15],[],"[36, 259]",False
7ZKO,[15],[],"[36, 259]",False
7ZLA,"[48, 48]",[],[478],True
7ZN5,"[48, 48]",[],[478],True
7ZPA,"[48, 48]",[],[478],True
7ZPP,"[21, 19]",[],[281],False
7ZQS,[51],[],[760],False
7ZS9,"[209, 209]",[],"[1733, 70, 120, 70, 352, 247, 738, 400, 171, 1224, 129, 492, 328, 778, 645, 517, 324, 341, 76, 464, 347, 843, 135, 102, 129, 125, 221, 215, 155, 177, 146, 122]",True
7ZSA,"[209, 209]",[],"[1733, 70, 120, 70, 352, 247, 738, 400, 171, 1224, 129, 492, 328, 778, 645, 517, 324, 341, 76, 464, 347, 843, 135, 102, 129, 125, 221, 215, 155, 177, 146, 122]",True
7ZSB,"[219, 219]",[],"[1733, 70, 120, 70, 352, 247, 738, 400, 171, 1224, 129, 492, 328, 778, 645, 517, 324, 341, 76, 464, 347, 843, 135, 102, 129, 125, 221, 215, 155, 177, 146, 122]",True
7ZTH,"[48, 48]",[],[478],True
7ZUS,"[16, 13]",[],[726],False
7ZVN,[15],[],[307],False
7ZVT,"[14, 16]",[],"[609, 732]",False
7ZVX,[30],[],[307],False
7ZWA,"[15, 16]",[],"[609, 732, 204]",False
7ZWC,"[96, 96]",[],"[316, 339, 376, 109, 368, 411, 1469, 98]",True
7ZWD,"[96, 96]",[],"[1970, 275, 210, 125, 67, 58, 316, 339, 376, 109, 1469, 98, 117, 517, 249, 1174, 368, 411, 142, 127, 172, 150]",True
7ZX0,"[16, 13]",[],[726],False
7ZX1,"[13, 16]",[],[726],False
7ZX7,"[96, 96]",[],"[142, 210, 127, 172, 125, 67, 117, 249, 368, 1469, 98, 1970, 58, 316, 339, 517, 376, 1174, 109, 411, 275, 150]",True
7ZX8,"[96, 96]",[],"[275, 150, 117, 316, 249, 109, 98, 1970, 67, 58, 339, 517, 376, 1174, 368, 411, 1469, 142, 210, 127, 172, 125]",True
7ZXE,"[96, 96]",[],"[316, 98, 339, 376, 109, 368, 411, 1469]",True
7ZYG,"[15, 15]",[],"[609, 732, 204, 299]",True
8A0W,"[17, 17]",[],[103],True
8A0X,"[31, 31]",[],"[103, 113]",False
8A1C,[11],[],[306],False
8A2Q,"[44, 44]",[],"[1475, 1344]",True
8A4I,[12],[],[75],True
8A5P,"[36, 36]",[],"[1856, 747, 375, 468, 284]",True
8A5Q,"[227, 227]",[],"[1856, 747, 375, 468, 284]",True
8A8J,"[25, 40]",[],[344],False
8A93,"[25, 40]",[],"[344, 195]",False
8A9J,[],[],"[80, 29, 1335, 1455, 786, 694]",False
8A9K,[],[],"[1335, 1455, 80, 786, 694, 29]",False
8AAS,[20],[],"[295, 183, 122]",False
8AB0,"[25, 40]",[],"[195, 230]",False
8AC2,"[295, 295]",[],"[329, 1342, 1406, 91]",False
8AC8,[9],[],[251],False
8AG6,"[50, 50]",[],"[934, 1414]",False
8AMD,[12],[],[388],False
8AMF,"[10, 10]",[],[388],True
8AMU,"[23, 23]",[],[140],True
8AP1,"[33, 33]",[],"[354, 1262]",False
8APM,"[30, 30]",[],[465],False
8ASC,"[30, 15]",[],"[544, 572, 28]",False
8ATF,"[227, 226]",[],"[135, 102, 129, 1139, 492, 125]",False
8AV6,"[227, 227]",[],"[129, 462, 102, 125, 488, 1856, 492, 219, 769, 135]",True
8B0A,"[160, 160]",[],"[872, 136, 103, 130, 123]",True
8B1T,[70],[],"[1180, 1122, 608, 97]",False
8B1U,[70],[],"[1180, 1122, 608, 97]",False
8B4B,"[19, 19]",[],[110],True
8B4C,"[20, 20]",[],[109],True
8B4D,"[40, 40]",[],[109],True
8B4E,"[25, 25]",[],[109],True
8B4H,"[60, 55]",[],[406],False
8B67,"[11, 16]",[],[1191],False
8B6K,"[11, 16]",[],[1191],False
8B76,"[11, 16]",[],[1191],False
8B77,"[11, 16]",[],[1191],False
8B79,"[11, 16]",[],[1191],False
8B7E,"[11, 16]",[],[1191],False
8B9A,"[84, 106]",[],"[1009, 933, 775, 1017, 528, 705, 208, 213, 217, 294, 1468, 1238, 962, 868, 657, 1109, 444, 319, 845]",False
8B9B,"[84, 106]",[],"[868, 1009, 933, 1017, 528, 705, 294, 657, 1109, 444, 319, 962, 213, 217, 1468, 1238, 775, 845, 208]",False
8B9C,"[84, 106]",[],"[933, 868, 213, 217, 294, 657, 1109, 444, 1238, 319, 1009, 1468, 775, 1017, 845, 528, 705, 208]",False
8B9D,"[84, 86]",[],"[719, 904, 185, 216, 261, 1209, 301, 509, 1371, 462, 808, 1160, 1504, 863, 734, 821, 598, 569, 196]",False
8B9N,[],[],"[290, 12]",False
8BAR,[5],[],[208],False
8BAS,[5],[],[208],False
8BD4,[16],[],"[276, 167]",True
8BP2,[20],[],"[189, 490]",False
8BPR,"[25, 40]",[],"[344, 195, 230]",False
8BQ2,[30],[],[339],False
8BR2,"[20, 20]",[],[339],True
8BTG,"[24, 41]",[],[446],False
8BVW,"[218, 218]",[],"[772, 760, 548, 462, 308, 71, 346, 323, 1970, 1174, 275, 127, 172, 150, 125, 67, 117, 58, 316, 339, 517, 249, 376, 109, 439, 291, 8, 19, 136, 126, 142, 210, 103, 130, 395, 309]",True
8BW5,[41],[],"[36, 259]",False
8BX1,"[22, 22]",[],"[83, 155]",False
8BX2,"[22, 22]",[],"[83, 155]",False
8BYQ,"[210, 210]",[],"[782, 760, 548, 462, 395, 308, 71, 309, 346, 323, 1970, 1174, 275, 142, 210, 127, 172, 67, 117, 58, 316, 339, 517, 249, 109, 196, 291, 136, 103, 130, 126, 150, 125, 376]",True
8BYX,"[18, 18]",[],[63],True
8BZ1,"[210, 210]",[],"[1970, 67, 117, 58, 316, 339, 517, 249, 376, 1174, 109, 136, 103, 130, 126, 275, 142, 210, 127, 172, 150, 125]",True
8BZM,"[17, 18]",[],"[95, 89]",False
8C56,"[14, 14]",[],[395],False
8C57,[14],[],"[395, 14]",False
8C58,[14],[],"[395, 14]",False
8C59,"[14, 14]",[],[395],False
8C7S,"[30, 30]",[],[256],True
8C7U,"[30, 30]",[],[262],True
8C84,"[14, 14]",[],[93],True
8CBN,"[165, 165]",[],"[102, 129, 122, 530, 135]",True
8CBQ,"[165, 165]",[],"[102, 129, 122, 530, 135]",True
8CDN,"[12, 12]",[],[192],True
8CEF,"[26, 26]",[],[126],False
8CEN,"[209, 209]",[],"[778, 1224, 347, 221, 215, 155, 177, 146, 122, 70, 120, 642, 70, 352, 240, 735, 400, 286, 122, 492, 513, 328, 295, 223, 115, 687, 307, 210, 121, 284, 222, 321, 149, 157, 745, 220, 140, 127, 566, 338, 72, 461, 843, 1733]",True
8CEO,"[209, 209]",[],"[513, 321, 338, 72, 461, 843, 1224, 221, 177, 352, 286, 492, 328, 223, 115, 307, 121, 222, 127, 566, 778, 347, 215, 155, 146, 122, 70, 120, 642, 70, 240, 735, 400, 122, 295, 687, 210, 284, 149, 157, 1082, 220, 140, 135, 102, 129, 125, 1733]",True
8CLI,"[35, 35]",[],"[2158, 822, 925]",True
8CLJ,"[35, 35]",[],"[925, 2158, 822]",True
8COM,"[145, 145]",[],"[132, 99, 133, 111]",True
8CPG,[12],[],[10],True
8CS0,[],[],"[266, 8, 8]",True
8CSH,"[15, 17]",[],[170],False
8CTY,[],[],"[142, 12]",False
8CTZ,[],[],"[142, 12]",False
8CU0,[],[],"[142, 12]",False
8CUC,"[12, 12]",[],[68],True
8CWW,"[146, 146]",[],"[213, 102, 122, 135, 129]",True
8CXS,"[14, 14]",[],[578],False
8CXT,"[14, 14]",[],[578],False
8CXU,"[14, 14]",[],[578],False
8CXV,"[14, 14]",[],[578],False
8CXW,"[14, 14]",[],[578],False
8CXX,"[14, 14]",[],[578],False
8CXY,"[14, 14]",[],[578],False
8CXZ,"[14, 14]",[],[577],False
8CY0,"[14, 14]",[],[577],False
8CY1,"[14, 14]",[],[578],False
8CY2,"[14, 14]",[],[578],False
8CY3,"[14, 14]",[],[578],False
8CY4,"[14, 14]",[],[577],False
8CY5,"[14, 14]",[],[578],False
8CYF,"[16, 16]",[],"[102, 112]",False
8CZE,"[146, 146]",[],"[102, 129, 122, 135]",True
8CZQ,[12],[],[706],False
8D0B,[15],[],"[1209, 362, 121, 419, 241, 1139, 456]",False
8D0K,[60],[],"[1246, 374, 152, 434, 523, 1527, 612]",False
8D2M,[],[],"[227, 7]",False
8D33,"[24, 28]",[],"[1245, 491]",False
8D37,"[24, 28]",[],"[1245, 491]",False
8D3L,"[33, 32]",[],"[343, 98, 218]",False
8D3M,"[33, 32]",[],"[343, 98, 218]",False
8D3Q,"[28, 32]",[],"[343, 98, 218]",False
8D3R,"[24, 28]",[],"[1239, 485]",False
8D42,"[23, 28]",[],"[1239, 485]",False
8D86,"[32, 32]",[],[263],False
8D8M,"[32, 32]",[],[263],False
8D94,[5],[],[626],False
8D9J,[5],[],[626],False
8DF7,[39],[],[854],False
8DF8,"[42, 42]",[],[854],False
8DFB,"[40, 40]",[],[854],False
8DK2,"[26, 26]",[],"[517, 1119, 249]",True
8DK3,"[26, 26]",[],"[1119, 517]",True
8DK5,"[187, 187]",[],"[136, 103, 129, 126, 265]",True
8DLF,"[56, 56]",[],[160],True
8DQ1,"[18, 18]",[],"[241, 301]",True
8DQW,"[20, 70]",[],"[323, 340, 353, 354, 401, 646, 474, 696]",False
8DQZ,"[22, 18]",[],"[918, 323, 340, 353, 354, 277]",False
8DR0,"[22, 18]",[],"[918, 323, 339, 353, 354, 277]",False
8DTP,[18],[],[475],False
8DU4,"[146, 146]",[],"[136, 103, 130, 123, 335, 538, 81]",True
8DUE,[10],[],[432],False
8DVF,"[12, 5]",[],"[475, 342]",False
8DVI,"[12, 5]",[],"[475, 342]",False
8DVP,"[11, 11]",[],[365],False
8DVY,[11],[],"[365, 11]",False
8DW0,[11],[],"[365, 11]",False
8DW1,"[8, 8]",[],[266],True
8DW4,[11],[],"[365, 11]",False
8DW6,"[12, 5]",[],"[475, 342]",False
8DW7,[11],[],"[365, 11]",False
8DW8,"[8, 8]",[],[266],True
8DWD,[11],[],"[365, 11]",False
8DWE,"[11, 11]",[],[365],False
8DWF,"[11, 11]",[],[365],False
8DWM,"[8, 8]",[],[266],True
8DY7,"[100, 100]",[],"[340, 1178, 1298, 90, 516, 124, 87, 353]",True
8DY9,"[49, 49]",[],"[340, 1178, 1298, 90, 516, 124, 87, 327]",True
8E23,"[17, 13]",[],[668],False
8E24,"[17, 13]",[],[668],False
8E2L,[15],[],[542],False
8E2P,[],[],"[167, 13]",False
8E2Q,[],[],"[167, 13]",False
8E3D,"[22, 22]",[],[133],False
8E3E,"[21, 21]",[],[165],False
8E3K,"[16, 16]",[],[106],False
8E3R,"[16, 16]",[],[106],False
8E4H,"[16, 16]",[],[106],False
8E5D,"[14, 14]",[],[139],True
8E5E,"[14, 14]",[],[139],True
8E5Y,"[16, 16]",[],[106],False
8E66,"[15, 15]",[],[100],False
8E67,"[15, 15]",[],[101],False
8E70,[79],[],[419],False
8E8A,"[12, 8]",[],[435],False
8E9A,[52],[],[175],False
8EAE,[18],[],[364],True
8EAF,[12],[],[610],False
8EAG,[12],[],[610],False
8EAH,[16],[],[610],False
8EAI,[16],[],[610],False
8EAJ,[46],[],[610],False
8EAK,[46],[],[610],False
8EAL,[12],[],[610],False
8EAM,[12],[],[610],False
8EB5,"[17, 17]",[],[78],True
8EBH,"[16, 16]",[],[106],False
8EBS,[53],[],"[462, 950, 172, 782, 52, 768, 548, 417, 308, 71, 417]",False
8EBT,[45],[],"[603, 730, 438, 446, 380, 284, 66, 274, 70, 172, 44]",False
8EBU,"[24, 23]",[],"[782, 768, 548, 462, 417, 308, 71, 950, 273]",False
8EBV,[53],[],"[782, 768, 548, 462, 417, 308, 950, 417, 172, 53, 71]",False
8EBW,[53],[],"[782, 768, 548, 462, 417, 308, 71, 950, 417, 172, 53]",False
8EBX,[40],[],"[782, 273, 40, 768, 548, 462, 417, 308, 71, 950, 172]",False
8EBY,"[23, 22]",[],"[782, 768, 548, 462, 417, 308, 71, 950, 273]",False
8ECC,[18],[],[364],True
8EE9,"[16, 16]",[],[106],False
8EF9,"[29, 19]",[],[864],False
8EFC,"[27, 21]",[],[864],False
8EFK,[24],[],[864],False
8EFV,"[49, 51]",[],[324],False
8EFY,"[49, 51]",[],[324],False
8EJ6,"[16, 16]",[],[106],False
8EJ8,"[16, 16]",[],[106],False
8EJO,"[17, 17]",[],[71],True
8EJP,[17],[17],[71],False
8EK3,"[16, 16]",[],[106],False
8EK8,"[16, 15]",[],[106],False
8EKJ,"[16, 16]",[],[106],False
8EKU,"[16, 16]",[],[106],False
8EKV,"[16, 16]",[],[106],False
