pdbid,dna,U,protein,duplex,max p,max U,min dna
7MTL,"[15, 15]",[],[178],True,178,0,15
7MWH,"[12, 12]",[],[119],True,119,0,12
7MWK,[12],[],[79],True,79,0,12
7MWL,[12],[],[119],True,119,0,12
7MWM,[12],[],[79],True,79,0,12
7MXQ,"[13, 10]",[],[358],False,358,0,10
7MXR,"[13, 10]",[],[358],False,358,0,10
7MXS,"[13, 9]",[],[358],False,358,0,9
7MXT,"[13, 9]",[],[358],False,358,0,9
7MXU,"[13, 9]",[],[358],False,358,0,9
7MXV,"[13, 10]",[],[358],False,358,0,10
7MXW,"[13, 10]",[],[358],False,358,0,10
7MXX,"[14, 14]",[],[352],False,352,0,14
7N3Y,"[13, 13]",[],[413],True,413,0,13
7N5S,"[15, 15]",[],[143],False,143,0,15
7N5T,"[15, 15]",[],[143],False,143,0,15
7N5U,"[16, 16]",[],[143],False,143,0,16
7N5V,"[16, 16]",[],[143],True,143,0,16
7N5W,"[16, 16]",[],[133],False,133,0,16
7N6I,"[17, 17]",[],"[167, 276]",True,276,0,17
7N8N,"[147, 147]",[],"[244, 297]",True,297,0,147
7N8S,"[15, 15]",[],[238],False,238,0,15
7N94,"[18, 18]",[],[238],False,238,0,18
7NE3,[12],[],[463],True,463,0,12
7NE6,[12],[],[463],True,463,0,12
7NL0,"[162, 162]",[],"[136, 103, 130, 126]",True,136,0,162
7NPF,"[49, 49]",[],[407],True,407,0,49
7NQF,[6],[],[219],False,219,0,6
7NTU,"[26, 27]",[],"[36, 259]",False,259,0,26
7NX5,"[19, 19]",[],[63],False,63,0,19
7O56,"[21, 21]",[],[141],False,141,0,21
7OAR,[29],[],[450],False,450,0,29
7OBN,"[21, 21]",[],[321],True,321,0,21
7OGS,"[20, 20]",[],[141],False,141,0,20
7OH9,"[145, 145]",[],"[135, 102, 129, 122, 240, 171, 122]",True,240,0,145
7OHA,"[145, 145]",[],"[135, 102, 129, 122, 240, 171, 122]",True,240,0,145
7OHB,"[145, 145]",[],"[135, 102, 129, 122, 240]",True,240,0,145
7OHC,"[145, 145]",[],"[122, 135, 102, 129]",True,135,0,145
7OL9,[16],[],[255],True,255,0,16
7OMY,[5],[],[210],False,210,0,5
7OMZ,[5],[],[210],False,210,0,5
7ON0,[5],[],[210],False,210,0,5
7OOT,"[20, 20]",[],[141],False,141,0,20
7OY7,[9],[],"[242, 9]",False,242,0,9
7OYK,"[16, 16]",[],[96],True,96,0,16
7OZ3,"[152, 152]",[],[215],True,215,0,152
7P0W,[9],[],"[242, 9]",False,242,0,9
7P3F,"[57, 57]",[],[195],True,195,0,57
7P8L,"[9, 9]",[],[242],True,242,0,9
7P9J,[9],[],[219],False,219,0,9
7P9Z,[9],[],"[242, 9]",False,242,0,9
7PBL,"[15, 15]",[],"[315, 48]",True,315,0,15
7PBM,"[15, 15]",[],"[315, 48, 50]",True,315,0,15
7PBN,"[15, 15]",[],"[315, 48, 50]",True,315,0,15
7PBO,"[15, 15]",[],"[315, 48, 50]",True,315,0,15
7PBP,"[15, 15]",[],"[315, 54]",True,315,0,15
7PBQ,"[15, 15]",[],"[315, 48]",True,315,0,15
7PBR,"[15, 15]",[],[315],True,315,0,15
7PBS,"[15, 15]",[],"[315, 48]",True,315,0,15
7PBT,"[15, 15]",[],"[315, 48]",True,315,0,15
7PBU,"[17, 17]",[],[133],True,133,0,17
7PDS,[5],[],[477],False,477,0,5
7PET,"[702, 702]",[],"[136, 103, 147, 126, 218]",True,218,0,702
7PEU,"[522, 520]",[],"[136, 103, 147, 126, 218]",False,218,0,520
7PEV,"[702, 702]",[],"[136, 103, 147, 126]",True,147,0,702
7PEW,"[176, 176]",[],"[136, 103, 147, 126]",True,147,0,176
7PEX,"[177, 177]",[],"[147, 218, 136, 103, 126]",True,218,0,177
7PEY,"[171, 171]",[],"[136, 103, 147, 126]",True,147,0,171
7PEZ,"[182, 182]",[],"[136, 103, 147, 126, 218]",True,218,0,182
7PF0,"[541, 541]",[],"[136, 103, 147, 126, 218]",True,218,0,541
7PF2,"[748, 748]",[],"[136, 103, 147, 126, 218]",True,218,0,748
7PF3,"[167, 167]",[],"[136, 103, 147, 126, 218]",True,218,0,167
7PF4,"[167, 167]",[],"[136, 103, 147, 126]",True,147,0,167
7PF5,"[167, 167]",[],"[136, 103, 147, 126, 218]",True,218,0,167
7PF6,"[167, 167]",[],"[136, 103, 147, 126, 218]",True,218,0,167
7PFA,"[788, 788]",[],"[136, 103, 147, 126, 218]",True,218,0,788
7PFC,"[788, 788]",[],"[136, 103, 147, 126, 218]",False,218,0,788
7PFD,"[172, 172]",[],"[136, 103, 147, 126, 218]",True,218,0,172
7PFE,"[177, 177]",[],"[136, 103, 147, 126, 218]",True,218,0,177
7PFF,"[167, 167]",[],"[136, 103, 147, 126]",True,147,0,167
7PFT,"[591, 591]",[],"[136, 103, 147, 126, 218]",True,218,0,591
7PFU,"[828, 828]",[],"[136, 103, 147, 126, 218]",True,218,0,828
7PFV,"[177, 177]",[],"[136, 103, 147, 126, 218]",True,218,0,177
7PFW,"[167, 167]",[],"[136, 103, 147, 126, 218]",True,218,0,167
7PFX,"[177, 177]",[],"[136, 103, 147, 126, 218]",True,218,0,177
7PLH,[22],[],[276],True,276,0,22
7PRV,"[23, 23]",[],"[393, 21]",False,393,0,23
7PRW,"[23, 23]",[],"[393, 21]",True,393,0,23
7PSX,[18],[],"[61, 18]",False,61,0,18
7PZA,"[18, 14]",[],[244],False,244,0,14
7PZB,"[19, 14]",[],[244],False,244,0,14
7Q0N,"[45, 45]",[],[386],True,386,0,45
7Q3O,[18],[],"[18, 65]",False,65,0,18
7Q4N,[18],[],"[18, 67]",False,67,0,18
7Q94,"[32, 32]",[],[336],False,336,0,32
7QAZ,[9],[],[219],False,219,0,9
7QQD,"[15, 15]",[],[167],True,167,0,15
7R6R,"[21, 21]",[],[203],True,203,0,21
7R6T,[11],[],"[311, 10]",False,311,0,11
7R6V,"[10, 12]",[],[311],False,311,0,10
7RAY,[12],[],[79],True,79,0,12
7RCC,"[26, 26]",[],[300],False,300,0,26
7RCD,"[26, 26]",[],[300],False,300,0,26
7RCE,"[26, 26]",[],[300],False,300,0,26
7RCF,"[26, 26]",[],[300],False,300,0,26
7RCG,"[26, 26]",[],[300],False,300,0,26
7RCU,"[17, 16]",[],"[28, 21]",False,28,0,16
7RH2,"[19, 19]",[],[111],True,111,0,19
7RHX,"[42, 42]",[],[343],True,343,0,42
7RHY,[49],[],[343],False,343,0,49
7RHZ,"[44, 44]",[],"[343, 343]",True,343,0,44
7RTE,"[15, 15]",[],"[423, 14]",False,423,0,15
7RTI,"[15, 15]",[],"[423, 13]",False,423,0,15
7RVA,"[22, 22]",[],"[263, 3, 4]",False,263,0,22
7S03,"[26, 26]",[],[113],False,113,0,26
7S68,[10],[],"[266, 276]",True,276,0,10
7S81,[12],[],"[266, 116, 160]",True,266,0,12
7SCY,"[147, 147]",[],"[139, 106, 133, 129, 131]",True,139,0,147
7SCZ,"[147, 147]",[],"[139, 106, 133, 129, 131]",True,139,0,147
7SDP,"[22, 22]",[],"[263, 3, 4]",False,263,0,22
7SGC,"[21, 21]",[],"[263, 3, 4]",True,263,0,21
7SOZ,"[22, 22]",[],[263],False,263,0,22
7SPM,"[22, 22]",[],[263],False,263,0,22
7SS5,[40],[],[352],True,352,0,40
7SSA,"[149, 149]",[],"[135, 103, 131, 130, 352]",True,352,0,149
7SVU,"[28, 29]",[],"[276, 15, 167]",False,276,0,28
7SVV,"[19, 22]",[],"[276, 15]",False,276,0,19
7SWY,"[226, 226]",[],"[135, 102, 129, 122]",True,135,0,226
7T18,"[12, 17]",[],[451],False,451,0,12
7T19,"[12, 17]",[],[451],False,451,0,12
7T1A,"[12, 17]",[],[451],False,451,0,12
7T1B,"[12, 17]",[],[451],False,451,0,12
7T20,[20],[],[471],False,471,0,20
7T21,[20],[],[471],False,471,0,20
7T22,[20],[],"[471, 148]",False,471,0,20
7T8K,"[25, 25]",[],[291],True,291,0,25
7TAN,"[185, 185]",[],"[135, 103, 129, 125, 398]",True,398,0,185
7TDW,"[14, 14]",[],[186],True,186,0,14
7TDX,"[14, 14]",[],[176],True,176,0,14
7TEA,"[21, 21]",[],[86],True,86,0,21
7TEC,[21],[],[125],False,125,0,21
7TQQ,[22],[],[243],False,243,0,22
7TXC,"[16, 16]",[],[118],True,118,0,16
7TXJ,[12],[],"[165, 204]",True,204,0,12
7TZ1,"[21, 21]",[],[203],True,203,0,21
7TZV,[9],[],[198],False,198,0,9
7U0J,"[162, 162]",[],"[136, 103, 129, 126, 265]",True,265,0,162
7U1T,"[59, 59]",[],[178],True,178,0,59
7U32,"[29, 27]",[],[281],False,281,0,27
7U46,"[147, 147]",[],"[140, 103, 130, 126, 295]",True,295,0,147
7U47,"[147, 147]",[],"[140, 103, 130, 126, 295]",True,295,0,147
7U4D,"[147, 147]",[],"[140, 103, 130, 126, 295]",True,295,0,147
7U50,[147],[],"[135, 102, 129, 125, 147, 318]",False,318,0,147
7U51,[147],[],"[135, 102, 129, 125, 147]",False,147,0,147
7U52,[147],[],"[135, 102, 129, 125, 147]",False,147,0,147
7U53,[147],[],"[135, 102, 129, 125, 147]",False,147,0,147
7U6K,"[32, 32]",[],[263],False,263,0,32
7U72,"[12, 8]",[],[435],False,435,0,8
7U73,"[12, 8]",[],[435],False,435,0,8
7U74,"[12, 8]",[],[435],False,435,0,8
7U75,"[12, 8]",[],[435],False,435,0,8
7U76,"[12, 9]",[],[435],False,435,0,9
7U77,"[12, 8]",[],[435],False,435,0,8
7U78,"[12, 8]",[],[435],False,435,0,8
7U79,"[12, 9]",[],[435],False,435,0,9
7U7A,"[12, 9]",[],[435],False,435,0,9
7U7B,"[12, 9]",[],[435],False,435,0,9
7U7C,"[12, 9]",[],[435],False,435,0,9
7U7D,"[12, 8]",[],[435],False,435,0,8
7U7E,"[12, 8]",[],[435],False,435,0,8
7U7F,"[12, 9]",[],[435],False,435,0,9
7U7G,"[12, 9]",[],[435],False,435,0,9
7U7I,"[12, 9]",[],[435],False,435,0,9
7U7J,"[12, 9]",[],[435],False,435,0,9
7U7K,"[12, 9]",[],[435],False,435,0,9
7U7L,"[12, 9]",[],[435],False,435,0,9
7U7O,"[32, 32]",[],[263],False,263,0,32
7U7R,"[12, 8]",[],[435],False,435,0,8
7U7S,"[12, 8]",[],[435],False,435,0,8
7U7T,"[12, 8]",[],[435],False,435,0,8
7U7U,"[12, 8]",[],[435],False,435,0,8
7U7V,"[12, 8]",[],[435],False,435,0,8
7U7W,"[12, 8]",[],[435],False,435,0,8
7U7X,"[12, 8]",[],[435],False,435,0,8
7U7Y,"[12, 8]",[],[435],False,435,0,8
7U7Z,"[12, 8]",[],[435],False,435,0,8
7U80,"[12, 8]",[],[435],False,435,0,8
7U81,"[12, 8]",[],[435],False,435,0,8
7U82,"[12, 8]",[],[435],False,435,0,8
7U83,"[12, 8]",[],[435],False,435,0,8
7U84,"[12, 8]",[],[435],False,435,0,8
7UB2,"[49, 49]",[],[274],True,274,0,49
7UBL,"[19, 19]",[],[147],True,147,0,19
7UFI,"[21, 21]",[],[311],True,311,0,21
7UFM,"[36, 36]",[],[311],True,311,0,36
7UJL,"[27, 27]",[],[185],True,185,0,27
7UOG,"[31, 31]",[],[263],False,263,0,31
7UPZ,"[16, 16]",[],[80],False,80,0,16
7UTT,[18],[],[364],True,364,0,18
7UUX,[18],[],[364],True,364,0,18
7UXW,[18],[],[364],True,364,0,18
7UXY,"[32, 32]",[],[263],False,263,0,32
7UYQ,[18],[],[364],True,364,0,18
7UYZ,[18],[],[364],True,364,0,18
7UZR,[18],[],[364],True,364,0,18
7V0C,[18],[],[364],True,364,0,18
7V0R,[18],[],[364],True,364,0,18
7V0W,[18],[],[364],True,364,0,18
7V5N,[24],[],"[214, 231]",False,231,0,24
7V6W,"[26, 26]",[],"[89, 85]",True,89,0,26
7V90,"[145, 145]",[],"[136, 103, 130, 99]",True,136,0,145
7V96,"[275, 275]",[],"[136, 103, 130, 99]",True,136,0,275
7V9C,"[275, 275]",[],"[136, 103, 130, 95]",True,136,0,275
7V9F,"[16, 16]",[],[114],True,114,0,16
7V9G,"[16, 16]",[],[114],True,114,0,16
7V9I,"[12, 12]",[],[114],True,114,0,12
7V9J,"[408, 408]",[],"[136, 103, 130, 99]",True,136,0,408
7V9K,"[539, 539]",[],"[136, 103, 130, 99]",True,136,0,539
7V9S,"[408, 408]",[],"[136, 103, 130, 99]",True,136,0,408
7VA4,"[539, 539]",[],"[136, 103, 130, 95]",False,136,0,539
7VBM,"[145, 145]",[],"[139, 106, 133, 129]",True,139,0,145
7VE5,"[22, 22]",[],[72],True,72,0,22
7VG8,[9],[],[112],False,112,0,9
7VJM,"[20, 20]",[],[84],False,84,0,20
7VJQ,"[27, 27]",[],[121],False,121,0,27
7VN2,[15],[],[439],False,439,0,15
7VN3,[15],[],[439],False,439,0,15
7VN4,[15],[],[439],False,439,0,15
7VN5,[15],[],[439],False,439,0,15
7VN6,[15],[],[439],False,439,0,15
7VN7,[15],[],[439],False,439,0,15
7VN8,[15],[],[439],False,439,0,15
7VO0,"[84, 84]",[],[159],False,159,0,84
7VO9,"[84, 84]",[],[159],False,159,0,84
7VOU,"[16, 16]",[],[111],True,111,0,16
7VOV,"[16, 15]",[],[94],False,94,0,15
7VOX,"[16, 16]",[],[102],True,102,0,16
7VP1,"[12, 12]",[],[107],False,107,0,12
7VP2,"[14, 14]",[],[107],False,107,0,14
7VP3,"[12, 12]",[],[72],False,72,0,12
7VP4,"[14, 14]",[],[107],False,107,0,14
7VP5,"[14, 14]",[],[107],False,107,0,14
7VP7,"[17, 17]",[],[107],False,107,0,17
7VUP,"[18, 18]",[],[398],True,398,0,18
7VUQ,"[18, 18]",[],[398],True,398,0,18
7VZ4,"[145, 145]",[],"[139, 106, 133, 129]",True,139,0,145
7W27,"[13, 13]",[],[111],False,111,0,13
7W5P,"[12, 12]",[],[430],False,430,0,12
7W7L,"[13, 13]",[],[327],True,327,0,13
7WB3,"[22, 22]",[],[208],True,208,0,22
7WLR,"[145, 145]",[],"[99, 99, 87, 108]",True,108,0,145
7WM3,[12],[],[179],False,179,0,12
7WNH,"[16, 16]",[],[350],True,350,0,16
7WNR,"[18, 18]",[],[52],True,52,0,18
7WQ5,"[24, 24]",[],[252],True,252,0,24
7X1N,"[14, 15]",[],[98],False,98,0,14
7X57,"[145, 145]",[],"[139, 106]",True,139,0,145
7X58,"[145, 145]",[],"[139, 106]",True,139,0,145
7X5E,"[16, 16]",[],"[104, 113]",False,113,0,16
7X5F,"[16, 16]",[],"[104, 113]",False,113,0,16
7X5G,"[16, 16]",[],"[104, 113]",False,113,0,16
7X5K,"[43, 43]",[],[204],True,204,0,43
7X5L,"[8, 8]",[],[204],False,204,0,8
7X5M,"[5, 5]",[],[204],False,204,0,5
7X7P,"[23, 23]",[],"[313, 48]",True,313,0,23
7XAQ,"[43, 43]",[],[212],True,212,0,43
7XCR,"[146, 146]",[],"[76, 88, 108, 94, 328, 99]",True,328,0,146
7XCT,"[145, 145]",[],"[76, 89, 108, 93, 328, 99]",True,328,0,145
7XD0,"[146, 146]",[],"[83, 108, 92, 99, 76]",True,108,0,146
7XD1,"[147, 147]",[],"[98, 80, 109, 94]",True,109,0,147
7XFC,[152],[],"[136, 103, 130, 126, 152]",False,152,0,152
7XFH,[152],[],"[136, 130, 152, 103, 126, 298]",False,298,0,152
7XFI,[152],[],"[136, 103, 130, 126, 152]",False,152,0,152
7XFJ,[152],[],"[136, 103, 152, 298, 130, 126]",False,298,0,152
7XFL,[152],[],"[136, 103, 130, 126, 152]",False,152,0,152
7XFM,[152],[],"[136, 103, 130, 126, 152, 298]",False,298,0,152
7XFN,[152],[],"[136, 103, 130, 126, 152]",False,152,0,152
7XHV,"[16, 16]",[],"[279, 211]",False,279,0,16
7XI3,"[16, 16]",[],"[390, 348]",False,390,0,16
7XI4,"[16, 16]",[],"[383, 356]",False,383,0,16
7XM0,[10],[],[288],True,288,0,10
7XNP,[152],[],"[136, 103, 130, 126, 152]",False,152,0,152
7XPX,"[145, 145]",[],"[135, 102, 129, 122, 221]",True,221,0,145
7XQ5,"[15, 15]",[],"[75, 73]",False,75,0,15
7XRC,"[11, 11]",[],[164],False,164,0,11
7XUZ,"[15, 15]",[],"[133, 97]",True,133,0,15
7XV6,"[18, 18]",[],[84],False,84,0,18
7XV8,"[18, 18]",[],[77],False,77,0,18
7XVL,"[169, 169]",[],"[138, 105, 132, 128, 195]",False,195,0,169
7XVM,"[169, 169]",[],"[138, 105, 132, 128, 190]",False,190,0,169
7XVN,"[18, 18]",[],[123],True,123,0,18
7XX5,"[169, 169]",[],"[128, 138, 105, 132, 222]",False,222,0,169
7XX6,"[169, 169]",[],"[138, 105, 132, 128, 195]",False,195,0,169
7XZX,"[193, 193]",[],"[133, 202, 139, 106, 129]",True,202,0,193
7XZY,"[193, 193]",[],"[139, 106, 133, 129]",True,139,0,193
7XZZ,"[169, 169]",[],"[139, 106, 133, 129, 395]",True,395,0,169
7Y00,"[169, 169]",[],"[139, 133, 106, 129]",True,139,0,169
7Y01,[16],[],[189],False,189,0,16
7Y3I,"[12, 12]",[],[78],True,78,0,12
7Y3K,"[16, 16]",[],[79],True,79,0,16
7Y3L,"[12, 12]",[],[69],True,69,0,12
7Y3M,"[16, 16]",[],[79],True,79,0,16
7Y43,[14],[],[86],True,86,0,14
7Y5W,"[147, 147]",[],"[136, 103]",True,136,0,147
7Y60,"[147, 147]",[],"[136, 103, 412, 419]",True,419,0,147
7Y61,"[147, 147]",[],"[136, 103, 412, 419]",True,419,0,147
7Y7I,"[143, 143]",[],"[144, 106, 130, 129, 44]",True,144,0,143
7YC7,"[13, 14]",[],[482],False,482,0,13
7YCM,"[14, 14]",[],[482],False,482,0,14
7YCP,"[13, 14]",[],[482],False,482,0,13
7YCR,"[13, 14]",[],[482],False,482,0,13
7YD6,"[13, 14]",[],[482],False,482,0,13
7YD7,"[13, 14]",[],[482],False,482,0,13
7YDW,"[10, 10]",[],[161],True,161,0,10
7YDZ,"[12, 14]",[],[482],False,482,0,12
7YE0,"[13, 14]",[],[482],False,482,0,13
7YEI,"[15, 14]",[],[482],False,482,0,14
7YEJ,"[13, 14]",[],[482],False,482,0,13
7YEK,"[13, 14]",[],[482],False,482,0,13
7YEM,"[14, 14]",[],[482],True,482,0,14
7YI1,"[167, 167]",[],"[135, 102, 129, 122, 401]",True,401,0,167
7YOZ,"[145, 145]",[],"[139, 106]",True,139,0,145
7YPO,[28],[],[413],False,413,0,28
7YPQ,[11],[],[413],False,413,0,11
7YQK,"[145, 145]",[],"[100, 83, 112, 96, 75, 18, 118]",True,118,0,145
7YRD,[146],[],"[103, 102, 113, 279, 95]",True,279,0,146
7YRG,[146],[],"[103, 102, 113, 95, 279]",True,279,0,146
7YSF,"[15, 15]",[],[134],False,134,0,15
7YUK,[12],[],[141],True,141,0,12
7YUL,[12],[],[103],True,103,0,12
7YUN,[12],[],[103],True,103,0,12
7YWA,[6],[],"[81, 353]",False,353,0,6
7YZ7,"[16, 16]",[],[125],True,125,0,16
7YZA,"[16, 16]",[],[125],True,125,0,16
7YZB,"[16, 16]",[],[185],True,185,0,16
7YZC,"[16, 16]",[],[125],True,125,0,16
7YZD,"[16, 16]",[],[125],True,125,0,16
7YZE,"[16, 16]",[],[125],True,125,0,16
7YZF,"[16, 16]",[],[125],True,125,0,16
7YZG,"[16, 16]",[],[140],True,140,0,16
7Z0O,"[151, 151]",[],"[136, 103, 364, 366, 145, 228, 242]",True,366,0,151
7Z0U,"[15, 15]",[],[82],True,82,0,15
7Z5I,"[18, 18]",[],[56],True,56,0,18
7Z5K,"[18, 18]",[],[57],True,57,0,18
7ZG5,"[12, 12]",[],"[176, 94]",True,176,0,12
7ZIE,"[20, 20]",[],[245],True,245,0,20
7ZKL,[15],[],"[36, 259]",False,259,0,15
7ZKM,[15],[],"[36, 259]",False,259,0,15
7ZKN,[15],[],"[36, 259]",False,259,0,15
7ZKO,[15],[],"[36, 259]",False,259,0,15
7ZLA,"[48, 48]",[],[478],True,478,0,48
7ZN5,"[48, 48]",[],[478],True,478,0,48
7ZPA,"[48, 48]",[],[478],True,478,0,48
7ZPP,"[21, 19]",[],[281],False,281,0,19
7ZTH,"[48, 48]",[],[478],True,478,0,48
7ZVN,[15],[],[307],False,307,0,15
7ZVX,[30],[],[307],False,307,0,30
8A0W,"[17, 17]",[],[103],True,103,0,17
8A0X,"[31, 31]",[],"[103, 113]",False,113,0,31
8A1C,[11],[],[306],False,306,0,11
8A4I,[12],[],[75],True,75,0,12
8A8J,"[25, 40]",[],[344],False,344,0,25
8A93,"[25, 40]",[],"[344, 195]",False,344,0,25
8AAS,[20],[],"[295, 183, 122]",False,295,0,20
8AB0,"[25, 40]",[],"[195, 230]",False,230,0,25
8AC8,[9],[],[251],False,251,0,9
8AMD,[12],[],[388],False,388,0,12
8AMF,"[10, 10]",[],[388],True,388,0,10
8AMU,"[23, 23]",[],[140],True,140,0,23
8APM,"[30, 30]",[],[465],False,465,0,30
8B4B,"[19, 19]",[],[110],True,110,0,19
8B4C,"[20, 20]",[],[109],True,109,0,20
8B4D,"[40, 40]",[],[109],True,109,0,40
8B4E,"[25, 25]",[],[109],True,109,0,25
8B4H,"[60, 55]",[],[406],False,406,0,55
8BAR,[5],[],[208],False,208,0,5
8BAS,[5],[],[208],False,208,0,5
8BD4,[16],[],"[276, 167]",True,276,0,16
8BP2,[20],[],"[189, 490]",False,490,0,20
8BPR,"[25, 40]",[],"[344, 195, 230]",False,344,0,25
8BQ2,[30],[],[339],False,339,0,30
8BR2,"[20, 20]",[],[339],True,339,0,20
8BTG,"[24, 41]",[],[446],False,446,0,24
8BW5,[41],[],"[36, 259]",False,259,0,41
8BX1,"[22, 22]",[],"[83, 155]",False,155,0,22
8BX2,"[22, 22]",[],"[83, 155]",False,155,0,22
8BYX,"[18, 18]",[],[63],True,63,0,18
8BZM,"[17, 18]",[],"[95, 89]",False,95,0,17
8C56,"[14, 14]",[],[395],False,395,0,14
8C57,[14],[],"[395, 14]",False,395,0,14
8C58,[14],[],"[395, 14]",False,395,0,14
8C59,"[14, 14]",[],[395],False,395,0,14
8C7S,"[30, 30]",[],[256],True,256,0,30
8C7U,"[30, 30]",[],[262],True,262,0,30
8C84,"[14, 14]",[],[93],True,93,0,14
8CDN,"[12, 12]",[],[192],True,192,0,12
8CEF,"[26, 26]",[],[126],False,126,0,26
8COM,"[145, 145]",[],"[132, 99, 133, 111]",True,133,0,145
8CSH,"[15, 17]",[],[170],False,170,0,15
8CUC,"[12, 12]",[],[68],True,68,0,12
8CWW,"[146, 146]",[],"[213, 102, 122, 135, 129]",True,213,0,146
8CYF,"[16, 16]",[],"[102, 112]",False,112,0,16
8CZE,"[146, 146]",[],"[102, 129, 122, 135]",True,135,0,146
8D3L,"[33, 32]",[],"[343, 98, 218]",False,343,0,32
8D3M,"[33, 32]",[],"[343, 98, 218]",False,343,0,32
8D3Q,"[28, 32]",[],"[343, 98, 218]",False,343,0,28
8D86,"[32, 32]",[],[263],False,263,0,32
8D8M,"[32, 32]",[],[263],False,263,0,32
8DK5,"[187, 187]",[],"[136, 103, 129, 126, 265]",True,265,0,187
8DLF,"[56, 56]",[],[160],True,160,0,56
8DQ1,"[18, 18]",[],"[241, 301]",True,301,0,18
8DTP,[18],[],[475],False,475,0,18
8DUE,[10],[],[432],False,432,0,10
8DVF,"[12, 5]",[],"[475, 342]",False,475,0,5
8DVI,"[12, 5]",[],"[475, 342]",False,475,0,5
8DVP,"[11, 11]",[],[365],False,365,0,11
8DVY,[11],[],"[365, 11]",False,365,0,11
8DW0,[11],[],"[365, 11]",False,365,0,11
8DW1,"[8, 8]",[],[266],True,266,0,8
8DW4,[11],[],"[365, 11]",False,365,0,11
8DW6,"[12, 5]",[],"[475, 342]",False,475,0,5
8DW7,[11],[],"[365, 11]",False,365,0,11
8DW8,"[8, 8]",[],[266],True,266,0,8
8DWD,[11],[],"[365, 11]",False,365,0,11
8DWE,"[11, 11]",[],[365],False,365,0,11
8DWF,"[11, 11]",[],[365],False,365,0,11
8DWM,"[8, 8]",[],[266],True,266,0,8
8E3D,"[22, 22]",[],[133],False,133,0,22
8E3E,"[21, 21]",[],[165],False,165,0,21
8E3K,"[16, 16]",[],[106],False,106,0,16
8E3R,"[16, 16]",[],[106],False,106,0,16
8E4H,"[16, 16]",[],[106],False,106,0,16
8E5D,"[14, 14]",[],[139],True,139,0,14
8E5E,"[14, 14]",[],[139],True,139,0,14
8E5Y,"[16, 16]",[],[106],False,106,0,16
8E66,"[15, 15]",[],[100],False,100,0,15
8E67,"[15, 15]",[],[101],False,101,0,15
8E70,[79],[],[419],False,419,0,79
8E8A,"[12, 8]",[],[435],False,435,0,8
8E9A,[52],[],[175],False,175,0,52
8EAE,[18],[],[364],True,364,0,18
8EB5,"[17, 17]",[],[78],True,78,0,17
8EBH,"[16, 16]",[],[106],False,106,0,16
8ECC,[18],[],[364],True,364,0,18
8EE9,"[16, 16]",[],[106],False,106,0,16
8EFV,"[49, 51]",[],[324],False,324,0,49
8EFY,"[49, 51]",[],[324],False,324,0,49
8EJ6,"[16, 16]",[],[106],False,106,0,16
8EJ8,"[16, 16]",[],[106],False,106,0,16
8EJO,"[17, 17]",[],[71],True,71,0,17
8EK3,"[16, 16]",[],[106],False,106,0,16
8EK8,"[16, 15]",[],[106],False,106,0,15
8EKJ,"[16, 16]",[],[106],False,106,0,16
8EKU,"[16, 16]",[],[106],False,106,0,16
8EKV,"[16, 16]",[],[106],False,106,0,16
8EKZ,"[16, 16]",[],[106],False,106,0,16
8EM9,"[16, 16]",[],[106],False,106,0,16
8EMD,"[16, 16]",[],[106],False,106,0,16
8EML,"[15, 15]",[],[67],False,67,0,15
8ENG,"[16, 16]",[],[106],False,106,0,16
8EO1,"[16, 16]",[],[106],False,106,0,16
8EO4,"[16, 16]",[],[106],False,106,0,16
8EQK,"[16, 16]",[],[106],False,106,0,16
8EQL,"[16, 16]",[],[106],False,106,0,16
8ETT,"[227, 227]",[],"[136, 103, 130, 123]",True,136,0,227
8ETV,"[227, 227]",[],"[136, 103, 130, 123]",True,136,0,227
8EU2,"[227, 227]",[],"[136, 103, 130, 123]",True,136,0,227
8EUE,"[227, 227]",[],"[136, 103, 130, 123]",True,136,0,227
8EUJ,"[227, 227]",[],"[136, 103, 130, 123]",True,136,0,227
8EVE,[8],[],"[435, 12]",False,435,0,8
8EVF,[8],[],"[435, 12]",False,435,0,8
8EVG,"[162, 162]",[],"[136, 103, 126, 265, 129]",True,265,0,162
8EVH,"[162, 162]",[],"[136, 103, 129, 126, 265, 285]",True,285,0,162
8EVI,"[167, 167]",[],"[136, 103, 129, 126, 129, 265, 285]",True,285,0,167
8EVJ,"[167, 167]",[],"[136, 103, 129, 126, 265, 285]",True,285,0,167
8F69,[18],[],[428],True,428,0,18
8F6B,[18],[],[455],True,455,0,18
8F86,"[185, 185]",[],"[135, 102, 129, 122, 355]",True,355,0,185
8FAY,[11],[],"[459, 11]",False,459,0,11
8FCV,"[60, 60]",[],"[329, 383]",True,383,0,60
8FCW,"[60, 60]",[],[383],True,383,0,60
8FIK,[16],[],[199],False,199,0,16
8FIL,[13],[],[199],False,199,0,13
8FIM,[13],[],[199],False,199,0,13
8FN3,"[12, 8]",[],[432],False,432,0,8
8FN7,"[27, 25]",[],[364],False,364,0,25
8FND,"[27, 25]",[],[364],False,364,0,25
8FNG,"[25, 27]",[],[364],False,364,0,25
8FNH,"[27, 25]",[],[364],False,364,0,25
8FNJ,"[27, 25]",[],[364],False,364,0,25
8FNL,"[27, 25]",[],[364],False,364,0,25
